txId1,txId2
101576,100235
101576,101720
101576,100434
101577,101452
101577,100060
101577,100629
101578,101699
101579,100725
101579,100542
101579,100632
101580,101607
101580,100628
101581,101650
101585,101127
101585,101738
101586,100050
101586,101523
101589,100500
101589,101926
101590,101301
101590,100010
101591,101078
101592,100349
101593,100477
101593,100456
101593,101473
101594,101904
101596,101362
101597,101260
101597,100352
101597,101072
101598,100777
101599,101873
101599,101071
101600,100887
101602,100693
101602,100241
101603,100584
101605,101763
101605,101020
101606,100103
101606,101616
101608,101476
101608,101845
101610,101033
101610,101096
101610,100722
101612,100925
101612,101492
101612,101834
101613,101299
101613,100803
101613,100509
101614,101770
101614,101222
101616,100613
101616,100340
101616,100080
101617,100283
101617,101779
101617,100480
101618,101066
101619,100590
101619,101747
101621,101841
101621,100456
101622,101618
101622,101183
101622,101881
101623,101325
101623,100164
101623,100352
101624,101735
101624,100044
101624,101775
101627,101740
101627,101359
101627,100229
101629,101088
101630,101899
101630,100726
101630,101572
101632,100946
101633,100675
101633,101137
101633,100471
101634,101370
101634,100341
101634,101513
101635,101462
101635,101717
101636,101185
101636,100358
101637,100285
101637,101895
101637,101602
101638,101848
101638,101026
101639,101276
101639,100627
101639,101622
101640,100266
101640,100054
101641,101320
101641,101864
101642,100612
101642,101927
101642,100797
101645,100703
101647,101461
101647,100691
101649,101448
101650,101113
101650,101679
101651,100148
101651,101043
101652,100694
101652,101745
101653,101447
101653,100184
101653,100562
101655,100662
101655,101684
101656,101063
101656,100797
101657,100954
101657,100184
101657,100721
101658,100986
101658,101164
101659,100860
101659,101591
101659,100778
101660,101498
101660,100424
101663,101365
101663,100888
101663,100145
101664,100721
101664,100591
101664,101944
101665,100294
101666,101114
101667,100720
101667,101962
101667,100825
101668,101984
101668,101875
101668,100412
101670,100522
101670,101955
101671,100549
101671,100258
101672,101921
101672,100651
101672,100522
101673,100481
101674,101303
101676,101498
101676,101435
101677,101301
101677,101741
101677,100636
101678,100715
101679,101748
101679,101807
101679,101359
101681,101738
101682,100756
101682,101633
101682,101103
101686,101536
101688,101913
101688,101099
101688,100117
101689,101825
101690,100367
101690,101587
101690,101381
101691,101100
101691,100540
101692,100130
101695,101345
101697,100511
101697,101204
101697,100708
101699,100863
101699,101185
101702,101199
101703,100280
101706,101602
101707,100076
101707,100036
101708,101693
101708,101601
101711,100648
101713,101157
101713,101438
101713,100840
101714,100061
101714,101471
101714,101531
101715,101559
101715,100768
101716,101360
101716,101471
101718,100749
101718,101443
101718,101548
101719,100490
101721,100315
101721,101737
101721,100937
101722,101093
101722,101781
101722,100174
101724,101920
101725,100282
101725,100242
101726,101060
101726,100854
101727,101522
101727,101872
101727,101100
101728,101734
101729,101637
101729,101702
101731,101238
101731,101565
101731,101867
101732,100714
101735,101374
101735,100873
101736,100279
101737,100986
101738,101808
101738,100842
101738,101600
101740,101905
101742,100871
101742,100056
101743,100868
101743,101118
101744,101064
101744,101382
101744,101305
101745,101984
101745,100277
101746,101119
101746,100281
101746,101213
101747,101580
101748,101024
101748,100380
101748,100938
101749,100901
101749,101831
101750,100964
101750,101458
101750,100502
101751,101061
101751,101180
101752,101589
101752,100512
101753,101310
101753,100337
101753,100435
101756,101751
101756,101418
101756,100221
101757,101138
101757,100877
101758,100223
101758,100924
101759,100909
101760,100808
101760,100725
101760,100129
101763,100110
101764,101831
101764,100412
101764,101645
101767,101408
101767,100746
101770,101981
101770,100778
101770,101479
101771,101911
101771,100690
101773,100576
101774,101677
101774,101146
101775,100678
101777,101618
101777,100109
101778,101179
101779,101573
101779,101576
101780,101096
101780,100997
101781,101555
101784,101729
101784,101366
101784,100475
101785,100080
101785,100658
101785,100294
101787,101460
101787,101256
101787,100769
101789,100019
101789,100422
101790,101820
101791,100095
101791,100207
101792,101814
101792,100043
101793,100551
101795,101000
101795,101121
101796,101778
101797,101455
101798,101888
101799,100339
101799,100333
101800,100067
101801,100948
101803,100039
101804,100622
101806,101140
101806,101572
101806,101644
101807,100993
101809,100176
101809,101310
101810,100389
101811,100122
101811,101471
101812,100529
101812,100648
101814,101810
101814,100750
101816,101778
101816,101180
101817,101080
101819,100772
101821,101763
101821,100702
101821,100840
101822,100362
101822,100450
101824,101863
101825,101153
101826,101968
101826,101737
101827,101650
101830,100610
101830,100345
101830,101591
101831,101554
101831,101402
101834,100628
101834,101997
101835,100571
101838,100258
101838,100672
101839,101173
101839,100913
101840,100077
101840,100333
101840,100378
101842,101551
101842,100985
101843,100153
101843,101485
101844,101039
101845,101251
101847,100993
101849,101878
101850,101732
101850,101243
101850,100983
101851,101330
101852,101924
101852,101893
101853,100326
101853,100179
101853,100834
101854,100194
101854,101400
101854,101799
101855,101015
101857,100764
101857,101223
101857,100132
101858,100408
101858,101424
101859,101342
101861,100800
101861,100404
101861,101491
101862,100661
101866,101399
101867,101165
101867,100745
101867,100807
101869,101111
101869,101380
101869,101288
101870,100993
101871,101708
101871,100954
101871,100673
101872,101196
101872,100251
101873,101218
101873,100104
101873,100840
101874,100129
101875,100101
101875,101263
101875,100619
101876,100048
101876,100265
101876,100815
101878,101536
101881,101256
101881,100585
101881,100729
101883,101365
101883,100400
101884,100827
101884,101150
101884,101987
101885,101566
101885,100714
101886,101692
101887,100209
101887,101663
101888,101733
101890,100415
101890,101291
101891,101660
101891,101735
101892,100051
101892,101861
101892,101071
101893,100938
101894,100221
101894,101795
101895,101992
101895,100466
101896,100499
101896,100702
101900,100569
101901,101135
101902,100695
101902,101246
101902,100560
101903,100850
101903,100197
101903,101354
101904,100208
101904,101958
101905,100507
101905,100100
101906,100128
101907,100220
101908,100411
101909,100370
101909,101459
101910,101136
101911,100780
101911,100051
101912,100621
101914,101502
101915,100547
101915,100519
101915,100661
101916,101967
101916,100827
101917,101343
101918,100220
101918,100800
101918,101935
101920,101458
101922,101689
101922,100984
101924,100081
101924,101966
101924,100779
101925,100427
101925,100672
101925,100422
101926,101201
101927,100472
101927,101710
101928,100159
101931,100580
101931,100221
101931,100943
101932,100805
101932,101088
101932,101642
101933,101964
101934,101632
101934,101730
101934,101125
101935,100544
101936,101771
101936,100427
101937,100349
101937,100024
101938,100418
101938,101508
101939,101239
101939,100395
101939,101084
101940,100519
101941,100020
101942,100319
101942,100861
101942,101985
101943,101418
101943,100853
101943,100768
101944,101709
101945,101817
101945,100675
101946,100873
101948,100886
101948,101719
101948,100074
101949,101794
101949,100231
101951,100333
101952,100680
101952,100520
101952,100145
101953,100157
101953,101306
101953,101223
101954,100480
101954,101328
101954,100089
101955,101185
101956,101581
101956,100879
101957,101348
101957,101020
101958,100493
101958,101103
101958,100035
101959,100095
101959,100088
101960,101820
101961,100924
101962,101965
101964,100020
101965,100370
101965,100765
101965,100052
101966,101265
101966,101958
101966,101620
101968,100560
101968,100397
101968,100908
101969,100422
101970,100057
101970,101717
101970,101043
101971,100192
101971,100939
101971,100404
101972,101168
101972,101552
101973,100661
101975,101515
101975,100000
101976,101040
101976,101779
101977,101073
101977,100964
101979,100504
101979,100669
101979,100327
101980,101928
101980,101591
101980,101066
101981,101578
101981,101879
101981,100660
101982,100955
101983,101924
101983,101272
101984,101664
101984,101542
101984,100705
101985,100840
101985,100357
101986,101812
101987,100100
101988,100128
101988,100307
101989,100045
101989,100281
101990,101224
101990,100415
101992,101803
101992,100682
101993,100538
101995,101307
101995,100046
101996,101633
101996,100759
101998,100698
101999,100189
